DiseaseCode,DiseaseName,Occurances,Symptoms
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0271202_hemianopsia homonymous
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C1269955_tumor cell invasion
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0578150_hemodynamically stable
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0577559_mass of body structure
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0035508_rhonchus
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0149746_orthostasis
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0043096_decreased body weight
C0034063,edema pulmonary,161,UMLS:C0085606_urgency of micturition
C0034063,edema pulmonary,161,UMLS:C0392680_shortness of breath
C0034063,edema pulmonary,161,UMLS:C0034642_rale
C0034063,edema pulmonary,161,UMLS:C0231835_tachypnea
C0034063,edema pulmonary,161,UMLS:C0085619_orthopnea
C0034063,edema pulmonary,161,UMLS:C0018862_Heberden's node
C0034063,edema pulmonary,161,UMLS:C0240100_jugular venous distention
C0034063,edema pulmonary,161,UMLS:C0013404_dyspnea
C0034063,edema pulmonary,161,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
C0034063,edema pulmonary,161,UMLS:C0376405_patient non compliance
C0034063,edema pulmonary,161,UMLS:C0235710_chest discomfort
C0034063,edema pulmonary,161,UMLS:C0020461_hyperkalemia
C0034063,edema pulmonary,161,UMLS:C0232201_sinus rhythm
C0034063,edema pulmonary,161,UMLS:C0008031_pain chest
C0034063,edema pulmonary,161,UMLS:C0020649_hypotension
C0034063,edema pulmonary,161,UMLS:C0043144_wheezing
C0024228,lymphatic diseases,160,UMLS:C0030193_pain
C0024228,lymphatic diseases,160,UMLS:C0577559_mass of body structure
C0024228,lymphatic diseases,160,UMLS:C0028081_night sweat
C0024228,lymphatic diseases,160,UMLS:C0038002_splenomegaly
C0024228,lymphatic diseases,160,UMLS:C0221198_lesion
C0024228,lymphatic diseases,160,UMLS:C0085593_chill
C0024228,lymphatic diseases,160,UMLS:C0043096_decreased body weight
C0024228,lymphatic diseases,160,UMLS:C0038999_swelling
C0024228,lymphatic diseases,160,UMLS:C0015967_fever
C0024228,lymphatic diseases,160,UMLS:C0034880_hyperacusis
C0024228,lymphatic diseases,160,UMLS:C0231890_fremitus
C0024228,lymphatic diseases,160,UMLS:C0850149_non-productive cough
C0024228,lymphatic diseases,160,UMLS:C0231872_egophony
C0024228,lymphatic diseases,160,UMLS:C0332575_redness
C0024228,lymphatic diseases,160,UMLS:C0019209_hepatomegaly
C0024228,lymphatic diseases,160,UMLS:C0015672_fatigue
C0003507,stenosis aortic valve,158,UMLS:C0231807_dyspnea on exertion
C0003507,stenosis aortic valve,158,UMLS:C0039070_syncope
C0003507,stenosis aortic valve,158,UMLS:C0235710_chest discomfort
C0003507,stenosis aortic valve,158,UMLS:C0232257_systolic murmur
C0003507,stenosis aortic valve,158,UMLS:C0036396_sciatica
C0003507,stenosis aortic valve,158,UMLS:C0002962_angina pectoris
C0003507,stenosis aortic valve,158,UMLS:C0008031_pain chest
C0003507,stenosis aortic valve,158,UMLS:C0577979_frothy sputum
C0003507,stenosis aortic valve,158,UMLS:C0428977_bradycardia
C0003507,stenosis aortic valve,158,UMLS:C0392680_shortness of breath
C0003507,stenosis aortic valve,158,UMLS:C0030193_pain
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0024103_mass in breast
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0577559_mass of body structure
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0030554_paresthesia
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0277845_retropulsion
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0041834_erythema
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C1299586_difficulty
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0221198_lesion
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0239301_estrogen use
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0085624_burning sensation
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0013404_dyspnea
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0038999_swelling
C0006142,malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0016579_formication
C0036341,schizophrenia,147,UMLS:C0233762_hallucinations auditory
C0036341,schizophrenia,147,UMLS:C0751229_hypersomnolence
C0036341,schizophrenia,147,UMLS:C0022107_irritable mood
C0036341,schizophrenia,147,UMLS:C0424068_verbal auditory hallucinations
C0036341,schizophrenia,147,UMLS:C0376405_patient non compliance
C0036341,schizophrenia,147,UMLS:C0085631_agitation
C0036341,schizophrenia,147,UMLS:C0438696_suicidal
C0036341,schizophrenia,147,UMLS:C0233481_worry
C0036341,schizophrenia,147,UMLS:C0233763_hallucinations visual
C0036341,schizophrenia,147,UMLS:C0041667_underweight^UMLS:C1319518_underweight
C0036341,schizophrenia,147,UMLS:C0237154_homelessness
C0012813,diverticulitis,145,UMLS:C0000737_pain abdominal
C0012813,diverticulitis,145,UMLS:C0549483_abscess bacterial
C0012813,diverticulitis,145,UMLS:C0541911_dullness
C0012813,diverticulitis,145,UMLS:C0857199_red blotches
C0012813,diverticulitis,145,UMLS:C0011991_diarrhea
C0012813,diverticulitis,145,UMLS:C0234233_sore to touch
C0012813,diverticulitis,145,UMLS:C0013428_dysuria
C0012813,diverticulitis,145,UMLS:C0030193_pain
C0012813,diverticulitis,145,UMLS:C0042963_vomiting
C0012813,diverticulitis,145,UMLS:C0232201_sinus rhythm
C0012813,diverticulitis,145,UMLS:C0232488_colic abdominal
C0012813,diverticulitis,145,UMLS:C0277797_apyrexial
C0012813,diverticulitis,145,UMLS:C0232498_abdominal tenderness
C0012813,diverticulitis,145,UMLS:C0015967_fever
C0012813,diverticulitis,145,UMLS:C1273573_unsteady gait
C0012813,diverticulitis,145,UMLS:C0205400_thicken
C0012813,diverticulitis,145,UMLS:C0085606_urgency of micturition
C0012813,diverticulitis,145,UMLS:C0003123_anorexia
C0012813,diverticulitis,145,UMLS:C0746619_monoclonal
C0012813,diverticulitis,145,UMLS:C0009806_constipation
C0546817,overload fluid,144,UMLS:C0034642_rale
C0546817,overload fluid,144,UMLS:C0240100_jugular venous distention
C0546817,overload fluid,144,UMLS:C0020461_hyperkalemia
C0546817,overload fluid,144,UMLS:C0085619_orthopnea
C0546817,overload fluid,144,UMLS:C0392680_shortness of breath
C0546817,overload fluid,144,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
C0546817,overload fluid,144,UMLS:C0043094_weight gain
C0546817,overload fluid,144,UMLS:C0020621_hypokalemia
C0546817,overload fluid,144,UMLS:C0020649_hypotension
C0546817,overload fluid,144,UMLS:C0038999_swelling
C0546817,overload fluid,144,UMLS:C0000731_distended abdomen
C0030920,ulcer peptic,143,UMLS:C0000737_pain abdominal
C0030920,ulcer peptic,143,UMLS:C0221166_paraparesis
C0030920,ulcer peptic,143,UMLS:C0027497_nausea
C0030920,ulcer peptic,143,UMLS:C0042963_vomiting
C0030920,ulcer peptic,143,UMLS:C0521516_polymyalgia
C0030920,ulcer peptic,143,UMLS:C0848168_out of breath
C0030920,ulcer peptic,143,UMLS:C0008031_pain chest
C0030920,ulcer peptic,143,UMLS:C0018991_hemiplegia
C0030920,ulcer peptic,143,UMLS:C0232517_gurgle
C0030920,ulcer peptic,143,UMLS:C0020175_hunger
C0030920,ulcer peptic,143,UMLS:C0277797_apyrexial
C0030920,ulcer peptic,143,UMLS:C0027769_nervousness
C0029443,osteomyelitis,142,UMLS:C0030193_pain
C0029443,osteomyelitis,142,UMLS:C0332575_redness
C0029443,osteomyelitis,142,UMLS:C0240813_prostate tender
C0029443,osteomyelitis,142,UMLS:C0015967_fever
C0029443,osteomyelitis,142,UMLS:C0241705_difficulty passing urine
C0029443,osteomyelitis,142,UMLS:C0234233_sore to touch
C0029443,osteomyelitis,142,UMLS:C0038999_swelling
C0029443,osteomyelitis,142,UMLS:C0277797_apyrexial
C0029443,osteomyelitis,142,UMLS:C0041834_erythema
C0029443,osteomyelitis,142,UMLS:C0549483_abscess bacterial
C0029443,osteomyelitis,142,UMLS:C0016512_pain foot
C0029443,osteomyelitis,142,UMLS:C0152032_urinary hesitation
C0017152,gastritis,140,UMLS:C0744740_heme positive
C0017152,gastritis,140,UMLS:C0000737_pain abdominal
C0017152,gastritis,140,UMLS:C0042963_vomiting
C0017152,gastritis,140,UMLS:C0281825_disequilibrium
C0017152,gastritis,140,UMLS:C0027497_nausea
C0017152,gastritis,140,UMLS:C0728899_intoxication
C0017152,gastritis,140,UMLS:C0019080_haemorrhage
C0017152,gastritis,140,UMLS:C0744492_guaiac positive
C0017152,gastritis,140,UMLS:C0030193_pain
C0017152,gastritis,140,UMLS:C0043096_decreased body weight
C0017152,gastritis,140,UMLS:C0234233_sore to touch
C0017152,gastritis,140,UMLS:C0012833_dizziness
C0004610,bacteremia,142,UMLS:C0015967_fever
C0004610,bacteremia,142,UMLS:C0085593_chill
C0004610,bacteremia,142,UMLS:C0016382_flushing
C0004610,bacteremia,142,UMLS:C0241526_unresponsiveness
C0004610,bacteremia,142,UMLS:C0085632_indifferent mood
C0004610,bacteremia,142,UMLS:C1313921_urinoma
C0004610,bacteremia,142,UMLS:C0042963_vomiting
C0004610,bacteremia,142,UMLS:C0000731_distended abdomen
C0004610,bacteremia,142,UMLS:C0239981_hypoalbuminemia
C0004610,bacteremia,142,UMLS:C0241157_pustule
C0004610,bacteremia,142,UMLS:C0242453_prostatism
C0004610,bacteremia,142,UMLS:C0011991_diarrhea
C0004610,bacteremia,142,UMLS:C0232498_abdominal tenderness
C0004610,bacteremia,142,UMLS:C0008033_pleuritic pain
C0004610,bacteremia,142,UMLS:C0029053_decreased translucency
C0004610,bacteremia,142,UMLS:C0030232_pallor
C0035078,failure kidney,140,UMLS:C0085619_orthopnea
C0035078,failure kidney,140,UMLS:C0028961_oliguria
C0035078,failure kidney,140,UMLS:C0232854_slowing of urinary stream
C0035078,failure kidney,140,UMLS:C0277794_extreme exhaustion
C0035078,failure kidney,140,UMLS:C0241526_unresponsiveness
C0035078,failure kidney,140,UMLS:C0020649_hypotension
C0035078,failure kidney,140,UMLS:C0014394_enuresis
C0035078,failure kidney,140,UMLS:C0392680_shortness of breath
C0035078,failure kidney,140,UMLS:C0019080_haemorrhage
C0035078,failure kidney,140,UMLS:C0242453_prostatism
C0035078,failure kidney,140,UMLS:C0442739_no status change
C0035078,failure kidney,140,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden
C0035078,failure kidney,140,UMLS:C0015672_fatigue
C0002895,sickle cell anemia,140,UMLS:C1135120_breakthrough pain
C0002895,sickle cell anemia,140,UMLS:C0004604_pain back
C0002895,sickle cell anemia,140,UMLS:C0030193_pain
C0002895,sickle cell anemia,140,UMLS:C0392680_shortness of breath
C0002895,sickle cell anemia,140,UMLS:C1260880_snuffle
C0002895,sickle cell anemia,140,UMLS:C0008031_pain chest
C0002895,sickle cell anemia,140,UMLS:C0000737_pain abdominal
C0002895,sickle cell anemia,140,UMLS:C0019214_hepatosplenomegaly
C0002895,sickle cell anemia,140,UMLS:C0457097_green sputum
C0002895,sickle cell anemia,140,UMLS:C0277797_apyrexial
C0002895,sickle cell anemia,140,UMLS:C0018681_headache
C0018801,failure heart,138,UMLS:C0085619_orthopnea
C0018801,failure heart,138,UMLS:C0015672_fatigue
C0018801,failure heart,138,UMLS:C0231807_dyspnea on exertion
C0018801,failure heart,138,UMLS:C0013404_dyspnea
C0018801,failure heart,138,UMLS:C0392680_shortness of breath
C0018801,failure heart,138,UMLS:C0232258_pansystolic murmur
C0018801,failure heart,138,UMLS:C0240100_jugular venous distention
C0018801,failure heart,138,UMLS:C0694547_systolic ejection murmur
C0018801,failure heart,138,UMLS:C0020649_hypotension
C0018801,failure heart,138,UMLS:C0002962_angina pectoris
C0018801,failure heart,138,UMLS:C0086439_hypokinesia
C0041912,upper respiratory infection,135,UMLS:C0010200_cough
C0041912,upper respiratory infection,135,UMLS:C0242429_throat sore
C0041912,upper respiratory infection,135,UMLS:C0043144_wheezing
C0041912,upper respiratory infection,135,UMLS:C0392680_shortness of breath
C0041912,upper respiratory infection,135,UMLS:C0553668_labored breathing
C0041912,upper respiratory infection,135,UMLS:C0015967_fever
C0041912,upper respiratory infection,135,UMLS:C0848340_stuffy nose
C0041912,upper respiratory infection,135,UMLS:C0850149_non-productive cough
C0041912,upper respiratory infection,135,UMLS:C1260880_snuffle
C0041912,upper respiratory infection,135,UMLS:C0085632_indifferent mood
C0041912,upper respiratory infection,135,UMLS:C0231872_egophony
C0041912,upper respiratory infection,135,UMLS:C0234866_barking cough
C0041912,upper respiratory infection,135,UMLS:C0521516_polymyalgia
C0041912,upper respiratory infection,135,UMLS:C0008033_pleuritic pain
C0041912,upper respiratory infection,135,UMLS:C0028081_night sweat
C0041912,upper respiratory infection,135,UMLS:C0013404_dyspnea
C0041912,upper respiratory infection,135,UMLS:C0239134_productive cough
C0041912,upper respiratory infection,135,UMLS:C0029053_decreased translucency
C0041912,upper respiratory infection,135,UMLS:C0035508_rhonchus
C0041912,upper respiratory infection,135,UMLS:C0425488_rapid shallow breathing
C0041912,upper respiratory infection,135,UMLS:C0277797_apyrexial
C0041912,upper respiratory infection,135,UMLS:C0237304_noisy respiration
C0041912,upper respiratory infection,135,UMLS:C0264273_nasal discharge present
C0041912,upper respiratory infection,135,UMLS:C0743482_emphysematous change
C0041912,upper respiratory infection,135,UMLS:C0871754_frail
C0041912,upper respiratory infection,135,UMLS:C1511606_cystic lesion
C0041912,upper respiratory infection,135,UMLS:C0436331_symptom aggravating factors
C0041912,upper respiratory infection,135,UMLS:C0578150_hemodynamically stable
C0019158,hepatitis,133,UMLS:C0003962_ascites
C0019158,hepatitis,133,UMLS:C0233308_spontaneous rupture of membranes
C0019158,hepatitis,133,UMLS:C0231835_tachypnea
C0019158,hepatitis,133,UMLS:C0000737_pain abdominal
C0019158,hepatitis,133,UMLS:C0033774_pruritus
C0019158,hepatitis,133,UMLS:C0003123_anorexia
C0019158,hepatitis,133,UMLS:C1096646_transaminitis
C0019158,hepatitis,133,UMLS:C0221151_projectile vomiting
C0019158,hepatitis,133,UMLS:C0085593_chill
C0019158,hepatitis,133,UMLS:C0476273_distress respiratory
C0019158,hepatitis,133,UMLS:C0015967_fever
C0019158,hepatitis,133,UMLS:C0042963_vomiting
C0020542,hypertension pulmonary,128,UMLS:C0392680_shortness of breath
C0020542,hypertension pulmonary,128,UMLS:C0271276_Stahli's line
C0020542,hypertension pulmonary,128,UMLS:C0581911_heavy legs
C0020542,hypertension pulmonary,128,UMLS:C0238844_breath sounds decreased
C0020542,hypertension pulmonary,128,UMLS:C0151315_neck stiffness
C0020542,hypertension pulmonary,128,UMLS:C0231807_dyspnea on exertion
C0020542,hypertension pulmonary,128,UMLS:C0010520_cyanosis
C0020542,hypertension pulmonary,128,UMLS:C0020649_hypotension
C0020542,hypertension pulmonary,128,UMLS:C0238705_left atrial hypertrophy
C0011168,deglutition disorder,126,UMLS:C0030554_paresthesia
C0011168,deglutition disorder,126,UMLS:C0231690_titubation
C0011168,deglutition disorder,126,UMLS:C0013362_dysarthria
C0011168,deglutition disorder,126,UMLS:C0221150_painful swallowing
C0011168,deglutition disorder,126,UMLS:C0019825_hoarseness
C0011168,deglutition disorder,126,UMLS:C0038450_stridor
C0011168,deglutition disorder,126,UMLS:C0037763_spasm
C0011168,deglutition disorder,126,UMLS:C0004093_asthenia
C0011168,deglutition disorder,126,UMLS:C0234979_dysdiadochokinesia
C0011168,deglutition disorder,126,UMLS:C0004134_ataxia
C0011168,deglutition disorder,126,UMLS:C1321756_achalasia
C0011168,deglutition disorder,126,UMLS:C0043096_decreased body weight
C0011168,deglutition disorder,126,UMLS:C0427008_stiffness
C0011168,deglutition disorder,126,UMLS:C0221198_lesion
C0011168,deglutition disorder,126,UMLS:C0748706_side pain
C0018099,gout,124,UMLS:C0600142_hot flush
C0018099,gout,124,UMLS:C0030193_pain
C0018099,gout,124,UMLS:C0332575_redness
C0018099,gout,124,UMLS:C0038999_swelling
C0018099,gout,124,UMLS:C0041834_erythema
C0018099,gout,124,UMLS:C0743482_emphysematous change
C0018099,gout,124,UMLS:C0234233_sore to touch
C0018099,gout,124,UMLS:C0086439_hypokinesia
C0018099,gout,124,UMLS:C0003962_ascites
C0018099,gout,124,UMLS:C0376405_patient non compliance
C0040034,thrombocytopaenia,123,UMLS:C0013491_ecchymosis
C0040034,thrombocytopaenia,123,UMLS:C0085702_monocytosis
C0040034,thrombocytopaenia,123,UMLS:C0032781_posterior rhinorrhea
C0040034,thrombocytopaenia,123,UMLS:C0019080_haemorrhage
C0040034,thrombocytopaenia,123,UMLS:C0231835_tachypnea
C0040034,thrombocytopaenia,123,UMLS:C0015967_fever
C0040034,thrombocytopaenia,123,UMLS:C0033774_pruritus
C0040034,thrombocytopaenia,123,UMLS:C0020649_hypotension
C0040034,thrombocytopaenia,123,UMLS:C0015672_fatigue
C0020615,hypoglycemia,122,UMLS:C0241526_unresponsiveness
C0020615,hypoglycemia,122,"UMLS:C0020672_hypothermia, natural"
C0020615,hypoglycemia,122,UMLS:C0542044_incoherent
C0020615,hypoglycemia,122,UMLS:C0151878_qt interval prolonged
C0020615,hypoglycemia,122,UMLS:C0311395_lameness^UMLS:C1456822_claudication
C0020615,hypoglycemia,122,UMLS:C0041657_unconscious state
C0020615,hypoglycemia,122,UMLS:C0392162_clammy skin
C0020615,hypoglycemia,122,UMLS:C0032617_polyuria
C0020615,hypoglycemia,122,UMLS:C0476273_distress respiratory
C0020615,hypoglycemia,122,UMLS:C0020649_hypotension
C0032290,pneumonia aspiration,119,UMLS:C0264576_mediastinal shift
C0032290,pneumonia aspiration,119,UMLS:C0015967_fever
C0032290,pneumonia aspiration,119,UMLS:C0009024_clonus
C0032290,pneumonia aspiration,119,UMLS:C0856054_mental status changes
C0032290,pneumonia aspiration,119,UMLS:C0029053_decreased translucency
C0032290,pneumonia aspiration,119,UMLS:C0241526_unresponsiveness
C0032290,pneumonia aspiration,119,UMLS:C0277794_extreme exhaustion
C0032290,pneumonia aspiration,119,UMLS:C0085628_stupor
C0032290,pneumonia aspiration,119,UMLS:C0036572_seizure
C0032290,pneumonia aspiration,119,UMLS:C1096646_transaminitis
C0032290,pneumonia aspiration,119,UMLS:C0018991_hemiplegia
C0032290,pneumonia aspiration,119,UMLS:C0010200_cough
C0032290,pneumonia aspiration,119,UMLS:C0232517_gurgle
C0032290,pneumonia aspiration,119,UMLS:C0030193_pain
C0032290,pneumonia aspiration,119,UMLS:C0011991_diarrhea
C0032290,pneumonia aspiration,119,UMLS:C0000737_pain abdominal
C0009319,colitis,114,UMLS:C0015967_fever
C0009319,colitis,114,UMLS:C0205400_thicken
C0009319,colitis,114,UMLS:C0457097_green sputum
C0009319,colitis,114,UMLS:C0042963_vomiting
C0009319,colitis,114,UMLS:C0027498_nausea and vomiting
C0009319,colitis,114,UMLS:C0541798_awakening early
C0009319,colitis,114,UMLS:C0030193_pain
C0009319,colitis,114,UMLS:C0027497_nausea
C0009319,colitis,114,UMLS:C0085593_chill
C0009319,colitis,114,UMLS:C0232726_tenesmus
C0009319,colitis,114,UMLS:C0150045_urge incontinence
C0009319,colitis,114,UMLS:C0000737_pain abdominal
C0009319,colitis,114,UMLS:C0578150_hemodynamically stable
C1510475,diverticulosis,114,UMLS:C1167754_fecaluria
C1510475,diverticulosis,114,UMLS:C0009806_constipation
C1510475,diverticulosis,114,UMLS:C0549483_abscess bacterial
C1510475,diverticulosis,114,UMLS:C0744740_heme positive
C1510475,diverticulosis,114,UMLS:C0220870_lightheadedness
C1510475,diverticulosis,114,UMLS:C0011991_diarrhea
C1510475,diverticulosis,114,UMLS:C0019080_haemorrhage
C1510475,diverticulosis,114,UMLS:C0030193_pain
C1510475,diverticulosis,114,UMLS:C0221151_projectile vomiting
C1510475,diverticulosis,114,UMLS:C0232894_pneumatouria
C1510475,diverticulosis,114,UMLS:C1511606_cystic lesion
C1510475,diverticulosis,114,UMLS:C0003123_anorexia
C1510475,diverticulosis,114,UMLS:C0027497_nausea
C1510475,diverticulosis,114,UMLS:C0424000_feeling suicidal
C1510475,diverticulosis,114,UMLS:C0150041_feeling hopeless
C0038663,suicide attempt,114,UMLS:C0233762_hallucinations auditory
C0038663,suicide attempt,114,UMLS:C0917801_sleeplessness
C0038663,suicide attempt,114,UMLS:C0438696_suicidal
C0038663,suicide attempt,114,UMLS:C0424230_motor retardation
C0038663,suicide attempt,114,UMLS:C0424109_weepiness
C0038663,suicide attempt,114,UMLS:C0235198_unable to concentrate
C0038663,suicide attempt,114,UMLS:C0234544_todd paralysis
C0038663,suicide attempt,114,UMLS:C0233481_worry
C0038663,suicide attempt,114,UMLS:C0015672_fatigue
C0038663,suicide attempt,114,UMLS:C0040822_tremor
C0038663,suicide attempt,114,UMLS:C0740880_alcoholic withdrawal symptoms
C0038663,suicide attempt,114,UMLS:C0085631_agitation
C0038663,suicide attempt,114,UMLS:C0241526_unresponsiveness
C0038663,suicide attempt,114,UMLS:C0312422_blackout
C0038663,suicide attempt,114,UMLS:C0424092_withdraw
C0038663,suicide attempt,114,UMLS:C1299586_difficulty
C0038663,suicide attempt,114,UMLS:C0022107_irritable mood
C0038663,suicide attempt,114,UMLS:C0234215_sensory discomfort
C0038663,suicide attempt,114,UMLS:C0013144_drowsiness
C0038663,suicide attempt,114,UMLS:C0016579_formication
C0038663,suicide attempt,114,UMLS:C0041657_unconscious state
C0038663,suicide attempt,114,UMLS:C0015967_fever
C0038663,suicide attempt,114,UMLS:C0010200_cough
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0457096_yellow sputum
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0006625_cachexia
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0085593_chill
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0043096_decreased body weight
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0239134_productive cough
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0231528_myalgia
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0011991_diarrhea
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0151315_neck stiffness
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0239133_hacking cough
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C1384606_dyspareunia
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0020621_hypokalemia
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0231807_dyspnea on exertion
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0149758_poor dentition
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C1096646_transaminitis
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0850149_non-productive cough
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0018681_headache
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0857516_floppy
C0032305,Pneumocystis carinii pneumonia,113,UMLS:C0233308_spontaneous rupture of membranes
C0019163,hepatitis B,111,UMLS:C0233467_inappropriate affect
C0019163,hepatitis B,111,UMLS:C0231835_tachypnea
C0019163,hepatitis B,111,UMLS:C0457096_yellow sputum
C0019163,hepatitis B,111,UMLS:C0221151_projectile vomiting
C0019163,hepatitis B,111,UMLS:C0576456_poor feeding
C0019163,hepatitis B,111,UMLS:C0000737_pain abdominal
C0019163,hepatitis B,111,UMLS:C0232498_abdominal tenderness
C0019163,hepatitis B,111,UMLS:C0558195_wheelchair bound
C0019163,hepatitis B,111,UMLS:C0859032_moan
C0030567,parkinson disease,108,UMLS:C1321756_achalasia
C0030567,parkinson disease,108,UMLS:C0085639_fall
C0030567,parkinson disease,108,UMLS:C0427008_stiffness
C0030567,parkinson disease,108,UMLS:C0424092_withdraw
C0030567,parkinson disease,108,UMLS:C0085631_agitation
C0030567,parkinson disease,108,UMLS:C0018991_hemiplegia
C0030567,parkinson disease,108,UMLS:C1299586_difficulty
C0030567,parkinson disease,108,UMLS:C0241526_unresponsiveness
C0030567,parkinson disease,108,UMLS:C0039070_syncope
C0030567,parkinson disease,108,UMLS:C0427055_facial paresis
C0030567,parkinson disease,108,UMLS:C0149746_orthostasis
C0030567,parkinson disease,108,UMLS:C0233481_worry
C0030567,parkinson disease,108,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
C0030567,parkinson disease,108,UMLS:C0018965_hematuria
C0030567,parkinson disease,108,UMLS:C0040822_tremor
C0030567,parkinson disease,108,UMLS:C0028081_night sweat
C0030567,parkinson disease,108,UMLS:C0577559_mass of body structure
C0024299,lymphoma,105,UMLS:C0221198_lesion
C0024299,lymphoma,105,UMLS:C0015967_fever
C0024299,lymphoma,105,UMLS:C0221232_welt
C0024299,lymphoma,105,UMLS:C1096646_transaminitis
C0024299,lymphoma,105,UMLS:C0043096_decreased body weight
C0024299,lymphoma,105,UMLS:C0004134_ataxia
C0024299,lymphoma,105,UMLS:C0040264_tinnitus
C0024299,lymphoma,105,UMLS:C0020303_hydropneumothorax
C0024299,lymphoma,105,UMLS:C0429562_superimposition
C0024299,lymphoma,105,UMLS:C0019079_haemoptysis
C0024299,lymphoma,105,UMLS:C0015672_fatigue^UMLS:C0557875_tired
C0024299,lymphoma,105,UMLS:C0085602_polydypsia
C0024299,lymphoma,105,UMLS:C0241705_difficulty passing urine
C0020456,hyperglycemia,104,UMLS:C0234233_sore to touch
C0020456,hyperglycemia,104,UMLS:C0033774_pruritus
C0020456,hyperglycemia,104,UMLS:C0235129_feeling strange
C0020456,hyperglycemia,104,UMLS:C0241157_pustule
C0020456,hyperglycemia,104,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus
C0020456,hyperglycemia,104,UMLS:C0043096_decreased body weight
C0020456,hyperglycemia,104,UMLS:C0344315_mood depressed
C0020456,hyperglycemia,104,UMLS:C0239301_estrogen use
C0020456,hyperglycemia,104,UMLS:C0043144_wheezing
C0020456,hyperglycemia,104,UMLS:C0003962_ascites
C0020456,hyperglycemia,104,UMLS:C0036572_seizure
C0085584,encephalopathy,103,UMLS:C0242143_uncoordination
C0085584,encephalopathy,103,UMLS:C0232766_asterixis
C0085584,encephalopathy,103,UMLS:C0019080_haemorrhage
C0085584,encephalopathy,103,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
C0085584,encephalopathy,103,UMLS:C0424530_absences finding
C0085584,encephalopathy,103,UMLS:C0872410_posturing
C0085584,encephalopathy,103,UMLS:C0236018_aura
C0085584,encephalopathy,103,UMLS:C0270844_tonic seizures
C0085584,encephalopathy,103,UMLS:C0742985_debilitation
C0085584,encephalopathy,103,UMLS:C0239110_consciousness clear
C0085584,encephalopathy,103,UMLS:C0241526_unresponsiveness
C0085584,encephalopathy,103,UMLS:C0205400_thicken
C0085584,encephalopathy,103,UMLS:C0086439_hypokinesia
C0040961,tricuspid valve insufficiency,101,UMLS:C0392680_shortness of breath
C0040961,tricuspid valve insufficiency,101,UMLS:C0030193_pain
C0040961,tricuspid valve insufficiency,101,UMLS:C0042963_vomiting
C0040961,tricuspid valve insufficiency,101,UMLS:C0027497_nausea
